شیوه سرمایه‌گذاری,تاریخ به‌روز رسانی,درجه‌بندی عملکرد فصل,ضامن نقدشوندگی,ضریب بتا,ضریب آلفا,بازده یک ساله,قیمت آماری,قیمت ابطال,قیمت صدور, دوره تقسیم سود ,کل ارزش خالص دارایی‌ها ,نماد,نوع صندوق,نام صندوق,آدرس سایت
قابل معامله,1405/05/05,----,----,----,----,48.91,68424,68424,68740,ندارد,10824109892573,سحرخیز,در اوراق بهادار مبتنی بر سپرده کالایی,گنجینه کالای زمین,saharkhizfund.com
قابل معامله,1405/05/05,----,----,----,----,0,11412,11412,11468,ندارد,10581551335381,دفینه,در اوراق بهادار مبتنی بر سپرده کالایی,مبتنی بر کالای سینا,sinacommodity.ir
قابل معامله,1405/05/05,----,----,----,----,155.1,878504,878504,882721,ندارد,229305354199344,گوهر,در اوراق بهادار مبتنی بر سپرده کالایی,مبتنی بر کالای کیان,kianfunds3.ir
قابل معامله,1405/05/05,----,----,----,----,156.95,177201,177201,178024,ندارد,521770900531430,کهربا,در اوراق بهادار مبتنی بر سپرده کالایی,مبتنی برکالای کهربا,kahroba.charismafunds.ir
قابل معامله,1405/05/05,----,----,----,----,129.374,27475,26979,27254,----,3054125624145,متال,در سهام-بخشی,متال - صندوق س صنایع دایا1-بخشی,daya.charismafunds.ir
قابل معامله,1405/05/05,2.5,----,----,----,33.34,24822,24822,24852,ندارد,11510865198543,دیبا,در اوراق بهادار با درآمد ثابت,مختص اوراق دولتی بازده پایه بازار صبا,payeh.sabaamc.ir
قابل معامله,1405/05/05,----,----,----,----,31.61,11916,11839,11849,ندارد,5460190876281,همگام,در اوراق بهادار با درآمد ثابت,مختص اوراق دولتی همگام آشنا ایرانیان,hamgamfund.ir
قابل معامله,1405/05/05,----,----,----,----,46.19,47975,47845,48067,ندارد,17811162169119,مختلط,مختلط,مختلط کاریزما,charismabalancedfund.ir
قابل معامله,1405/05/05,----,----,0.526561,-61.72,-11.72,15121,15121,15274,ندارد,1326149973197,مروارید,در سهام,مروارید آتا,morvaridfund.ir
قابل معامله,1405/05/05,----,----,----,----,171.352,24750,24750,24987,----,8468156872344,مزه,در سهام-بخشی,مزه - صندوق س صنایع دایا3-بخشی,daya.charismafunds.ir
قابل معامله,1405/05/05,----,----,0.765486,33.22,98.22,25101,25101,25339,ندارد,12851967561534,تکپاد,در سهام,مشترک ارزش پرداز آریان,aaiccofund.ir
قابل معامله,1405/05/05,----,----,----,----,36.95,20380,20413,20427,ندارد,50781002909267,اصیل,در اوراق بهادار با درآمد ثابت,مشترک البرز,alborz-funds.com
قابل معامله,1405/05/05,----,----,0.661625,13.38,71.38,16339,16273,16446,ندارد,752300358515,دیار,در سهام,مشترک دیار,diarfund.ir
قابل معامله,1405/05/05,----,----,----,----,30,14654,14704,14721,1 ماهه,2302621079123,هدف,در اوراق بهادار با درآمد ثابت,مشترک صبای هدف,hadafmf.ir
قابل معامله,1405/05/05,----,----,0.65482,18.65,76.65,24477,24477,24697,ندارد,8200323618484,عقیق,در سهام,مشترک عقیق,aghighfund.com
قابل معامله,1405/04/27,----,----,0.732681,-25.2,30.8,15476,15475,15603,ندارد,330415403425,آس,در سهام,مشترک گنجینه ارمغان الماس,armaghanalmasfund.ir
قابل معامله,1405/05/05,3.5,----,0.682182,51.92,111.92,20670,20670,20889,ندارد,16226993500770,مانا,در سهام,مشترک مانا الگوریتم,mana.fund
قابل معامله,1405/05/05,----,----,0.716797,25.783,83.783,1027780,1021347,1030888,----,1437213422460,سها,در سهام,مشترک مبین سرمایه,fund.mobinsb.ir
قابل معامله,1405/05/05,----,----,0.555018,11.714384,0,13079,13073,13216,ندارد,1299851019092,ثروین,در سهام,موج گستر ثروت,servinfund.ir
قابل معامله,1405/05/05,----,----,----,----,0,14142,14142,14209,----,15007704987604,نگین,در اوراق بهادار مبتنی بر سپرده کالایی,نگین فارس,gold.pgibc.ir
قابل معامله,1405/05/05,----,----,----,----,32.06,16395,15791,15802,ندارد,613272851944,آسود,در اوراق بهادار با درآمد ثابت,نهال آرمان اقتصاد,nahalarmanfund.ir
قابل معامله,1405/05/05,4.5,----,----,----,35.9,25024,24373,24398,ندارد,24546401816169,صنهال,در اوراق بهادار با درآمد ثابت,نهال سرمایه ایرانیان,sarmayefund.ir
قابل معامله,1405/05/05,----,----,----,----,36.94,27627,27872,27889,ندارد,54121521369188,اعتبار,در اوراق بهادار با درآمد ثابت,نوع دوم اعتبار,etebaretf2.com
قابل معامله,1405/05/05,2,----,----,----,40.36,27795,27899,27913,ندارد,95920623011033,کاج,در اوراق بهادار با درآمد ثابت,نوع دوم پایدار نو ویرا,vira-fund.ir
قابل معامله,1405/05/05,----,----,----,----,34.17,27492,26325,26345,ندارد,526508912114,رایکا,در اوراق بهادار با درآمد ثابت,نوع دوم رایکا,raykaetf.com
قابل معامله,1405/05/05,4,----,----,----,38.11,35204,35241,35262,ندارد,546240248784138,کارا,در اوراق بهادار با درآمد ثابت,نوع دوم کارا,kara.charismafunds.ir
قابل معامله,1405/05/05,3.5,----,----,----,26.43,10261,10175,10185,1 ماهه,43507722689987,نیلی,در اوراق بهادار با درآمد ثابت,نیلی دماوند,nilidamavandfund.ir
قابل معامله,1405/05/05,4.5,----,0.72285,31.89,93.89,374790,373198,376676,ندارد,67976225906331,آگاس,در سهام,هستی بخش آگاه,hbagahfund.com
قابل معامله,1405/05/05,4,----,----,----,31.93,10216,10042,10058,1 ماهه,100427383252852,همای,در اوراق بهادار با درآمد ثابت,همای آگاه,homayeagah.ir
قابل معامله,1405/05/05,----,----,----,----,38.73,624251,624251,630454,ندارد,308445581115630,دارا یکم,در سهام-بخشی,واسطه گری مالی یکم,fi1fund.com
قابل معامله,1405/05/05,4.5,----,----,----,37.17,45116,44743,44781,ندارد,617184938917383,یاقوت,در اوراق بهادار با درآمد ثابت,یاقوت آگاه,yaghootfund.ir
